Bus,d,k,alpha,h,Confusion Matrix,Accuracy,Precision,Recall,F1 Score
Bus139,3,15,10.0,1,"[[  0 259]
 [  0 168]]",0.39344262295081966,0.39344262295081966,1.0,0.5647058823529412
Bus139,3,15,10.0,5,"[[  1 258]
 [  0 168]]",0.3957845433255269,0.39436619718309857,1.0,0.5656565656565656
Bus139,3,15,10.0,10,"[[  4 255]
 [  0 168]]",0.4028103044496487,0.3971631205673759,1.0,0.5685279187817259
Bus139,3,15,10.0,20,"[[  8 251]
 [  0 168]]",0.41217798594847777,0.4009546539379475,1.0,0.5724020442930153
Bus139,3,15,10.0,30,"[[ 11 248]
 [  0 168]]",0.41920374707259955,0.40384615384615385,1.0,0.5753424657534246
Bus139,3,20,0.01,1,"[[258   1]
 [167   1]]",0.6065573770491803,0.5,0.005952380952380952,0.011764705882352941
Bus139,3,20,0.01,5,"[[259   0]
 [168   0]]",0.6065573770491803,0.0,0.0,0.0
Bus139,3,20,0.01,10,"[[259   0]
 [168   0]]",0.6065573770491803,0.0,0.0,0.0
Bus139,3,20,0.01,20,"[[259   0]
 [168   0]]",0.6065573770491803,0.0,0.0,0.0
Bus139,3,20,0.01,30,"[[259   0]
 [168   0]]",0.6065573770491803,0.0,0.0,0.0
Bus139,3,20,0.05,1,"[[256   3]
 [149  19]]",0.6440281030444965,0.8636363636363636,0.1130952380952381,0.2
Bus139,3,20,0.05,5,"[[259   0]
 [167   1]]",0.6088992974238876,1.0,0.005952380952380952,0.011834319526627219
Bus139,3,20,0.05,10,"[[259   0]
 [168   0]]",0.6065573770491803,0.0,0.0,0.0
Bus139,3,20,0.05,20,"[[259   0]
 [168   0]]",0.6065573770491803,0.0,0.0,0.0
Bus139,3,20,0.05,30,"[[259   0]
 [168   0]]",0.6065573770491803,0.0,0.0,0.0
Bus139,3,20,0.1,1,"[[255   4]
 [123  45]]",0.702576112412178,0.9183673469387755,0.26785714285714285,0.4147465437788018
Bus139,3,20,0.1,5,"[[259   0]
 [146  22]]",0.65807962529274,1.0,0.13095238095238096,0.23157894736842105
Bus139,3,20,0.1,10,"[[259   0]
 [168   0]]",0.6065573770491803,0.0,0.0,0.0
Bus139,3,20,0.1,20,"[[259   0]
 [168   0]]",0.6065573770491803,0.0,0.0,0.0
Bus139,3,20,0.1,30,"[[259   0]
 [168   0]]",0.6065573770491803,0.0,0.0,0.0
Bus139,3,20,1.0,1,"[[  8 251]
 [  0 168]]",0.41217798594847777,0.4009546539379475,1.0,0.5724020442930153
Bus139,3,20,1.0,5,"[[ 11 248]
 [  0 168]]",0.41920374707259955,0.40384615384615385,1.0,0.5753424657534246
Bus139,3,20,1.0,10,"[[ 20 239]
 [  0 168]]",0.44028103044496486,0.41277641277641275,1.0,0.5843478260869566
Bus139,3,20,1.0,20,"[[ 33 226]
 [  0 168]]",0.4707259953161593,0.4263959390862944,1.0,0.597864768683274
Bus139,3,20,1.0,30,"[[ 42 217]
 [  6 162]]",0.477751756440281,0.42744063324538256,0.9642857142857143,0.5923217550274223
Bus139,3,20,5.0,1,"[[  0 259]
 [  0 168]]",0.39344262295081966,0.39344262295081966,1.0,0.5647058823529412
Bus139,3,20,5.0,5,"[[  2 257]
 [  0 168]]",0.3981264637002342,0.3952941176470588,1.0,0.5666104553119731
Bus139,3,20,5.0,10,"[[  5 254]
 [  0 168]]",0.405152224824356,0.3981042654028436,1.0,0.5694915254237288
Bus139,3,20,5.0,20,"[[ 10 249]
 [  0 168]]",0.4168618266978923,0.4028776978417266,1.0,0.5743589743589743
Bus139,3,20,5.0,30,"[[ 15 244]
 [  0 168]]",0.42857142857142855,0.4077669902912621,1.0,0.5793103448275863
Bus139,3,20,10.0,1,"[[  0 259]
 [  0 168]]",0.39344262295081966,0.39344262295081966,1.0,0.5647058823529412
Bus139,3,20,10.0,5,"[[  1 258]
 [  0 168]]",0.3957845433255269,0.39436619718309857,1.0,0.5656565656565656
Bus139,3,20,10.0,10,"[[  4 255]
 [  0 168]]",0.4028103044496487,0.3971631205673759,1.0,0.5685279187817259
Bus139,3,20,10.0,20,"[[  8 251]
 [  0 168]]",0.41217798594847777,0.4009546539379475,1.0,0.5724020442930153
Bus139,3,20,10.0,30,"[[ 11 248]
 [  0 168]]",0.41920374707259955,0.40384615384615385,1.0,0.5753424657534246
